Container ID,Description,Origin
PQLK9876543,IN 25 PALLETS OF READY TO ASSEMBLE HOME THEATER SYSTEMS HS CODE 85273220. ,"Taipei, Taiwan"
XCVB1234567,LOADED ON 15 PLT(S) PACKING MATERIALS AND SHIPPING SUPPLIES CONTAINING FLAMMABLE GOODS. ,"Tokyo, Japan"
NMKL4321098,GRANDA LUBRICANTES DEL NORTE S.A.S. DE R.L. EACH 12/250 ML BOTTLES CB 4160410 / 278214357 HS CODE 33049100. ,"Bogota, Colombia"
JHGFD1234567,CONTAINS 40 CARTONS OF GLASS TABLEWARE WITH NET WEIGHT 4509 KG CIF PUERTO SANTIAGO. ,"Valencia, Spain"
KJHUI9876543,EACH 20/1KG BAGS CB 4160410 / 278214357 CONTAINING FRESH PRODUCE HS CODE 07090000. ,"Paris, France"
ZYXC3210987,LOADED ON 10 PLT(S) OF OFFICE FURNITURE AND EQUIPMENT CONTAINING ELECTRICAL GOODS HS-CODE 94030020. ,"Berlin, Germany"
MNBVC4321098,"IN 30 PALLETS OF PHARMACEUTICALS, EACH BOTTLE NET WEIGHT 2 KG CIF SANTO DOMINGO. ","Mexico City, Mexico"
QWERT1234567,CONTAINS 18 CARTONS OF TEXTILE MATERIAL WITH NET WEIGHT 3184 KG CIF GUAYAQUIL. ,"Lima, Peru"
IJKL9876543,EACH 20/1KG BAGS CB 4160410 / 278214357 CONTAINING CONSUMABLE GOODS HS CODE 09029000. ,"Amsterdam, Netherlands"
PONK3210987,LOADED ON 12 PLT(S) PACKING MATERIALS AND SHIPPING SUPPLIES WITH NET WEIGHT 4509 KG CIF PUERTO CALDERA. ,"Istanbul, Turkey"
FGHI9876543,18782 KGS 75.432 CUBIC METER 450 CARTON MACHINE PARTS & ACCESSORIES HS CODES 847930. SHIPPER DECLARES.,"Shenzhen, China"
MNOP5432107,IN 36 PALLETS OF TEXTILES AND FABRICS CONTAINING CLOTHING ITEMS. ,"Mumbai, India"
QWERT1234567,LOADED ON 18 PLT(S) NITROCELLULOSE HS-CODE3208.10.00. ,"Seoul, South Korea"
PONOP9876543,GRANADA FERMINO 4% ABV. WINE EACH 12/75CL BOTTLES CB 4160410 / 278214357. ,"Barcelona, Spain"
KJLH4321098,ON 14 PALLETS CONTAINING CABLE TIES ANCHO 7 MM SIN IMPRESION NET WEIGHT 3006 KG CIF MEXICO. ,"Panama City, Panama"
ZYXC9876543,14567 KGS 43.111 CUBIC METER 270 CARTON TOOLS & EQUIPMENT HS CODES 8201. SHIPPER DECLARES.,"Tokyo, Japan"
FGHT5432107,IN 42 PALLETS OF FOOD PRODUCTS AND CONFECTIONERY ITEMS CONTAINING SWEET TREATS. ,"Bangkok, Thailand"
QWERT9876543,LOADED ON 22 PLT(S) POLYETHYLENE HS-CODE3906.10.00. ,"Kuala Lumpur, Malaysia"
PONOP1234567,GRANADA ROSADO 8% ABV. WINE EACH 24/50CL BOTTLES CB 4160410 / 278214357. ,"Madrid, Spain"
KJLH9876543,ON 11 PALLETS CONTAINING ELECTRICAL COMPONENTS ANCHO 10 MM SIN IMPRESION NET WEIGHT 18782 KG CIF HOUSTON. ,"Lima, Peru"
MNOPQ1234567,12743 KGS 56.217 CUBIC METER 234 CARTON SPARE PARTS & TOOLS HS CODES 84733090. SHIPPER DECLARES.,"Guangzhou, China"
VWXZY9876543,IN 30 PALLETS OF TEXTILES AND FABRICS CONTAINING COTTON. ,"Mumbai, India"
QAZWS1234567,LOADED ON 18 PLT(S) POLYESTER FIBRE T YARN HS-CODE55033000.,"Shanghai, China"
ERTUIOP4321098,GRAND ABEILLE EXTRA VIRGIN OLIVE OIL 250ML BOTTLES CB 3211700 / 278214358.,"Barcelona, Spain"
TYUJHGF5432109,ON 12 PALLETS CONTAINING HDPE PLASTIC CONTAINERS NET WEIGHT 3812 KG CIF NEW ORLEANS.,"Rotterdam, Netherlands"
IOPKLMN9876543,17562 KGS 63.219 CUBIC METER 342 CARTON HOUSEHOLD FURNITURE HS CODES 94039090. SHIPPER DECLARES.,"Shenzhen, China"
PQRSTUV1234567,IN 25 PALLETS OF PACKAGING MATERIALS AND SUPPLIES. ,"Osaka, Japan"
KLMNO9876543,LOADED ON 22 PLT(S) POLYCARBONATE GLASS HS-CODE70109000.,"Hamburg, Germany"
ZXCDFGH5432109,GRANDEARO LIMONCELLO ITALIAN LEMON LIQUEUR 500ML BOTTLES CB 3201500 / 278214359.,"Rome, Italy"
VBNM23456789,ON 15 PALLETS CONTAINING ALUMINUM FOIL ROLLS NET WEIGHT 2758 KG CIF CHARLESTON.,Hong Kong
EFGHI9876543,13579 KGS 25.618 CUBIC METER 456 CARTON GLASSWARE & TABLEWARE HS CODES 701090. SHIPPER DECLARES.,"Hong Kong, China"
MNOPQ1234567,IN 30 PALLETS OF TEXTILE PRODUCTS CONTAINING CLOTHING AND ACCESSORIES. ,"Shanghai, China"
QRSTU7890123,LOADED ON 15 PLT(S) FOOD STUFFS HS-CODE 19059090.,"Seoul, South Korea"
VWXYZ1234567,GRAND BASSERON ROUGE 8% ABV. WINE EACH 6/75CL BOTTLES CB 4160410 / 278214357.,"Paris, France"
PQRST7654321,ON 12 PALLETS CONTAINING ELECTRONIC AND ELECTRICAL EQUIPMENT HS CODES 85295000 NET WEIGHT 10800 KG FOB SINGAPORE.,Singapore
HJKLMN4567890,19875 KGS 11.618 CUBIC METER 876 CARTON PAPER PRODUCTS HS CODES 48191090 SHIPPER DECLARES.,"Tokyo, Japan"
IJHGF3456789,IN 20 PALLETS OF FURNITURE AND PARTS CONTAINING SOFA SET.,"Bangkok, Thailand"
KLMOP0987654,LOADED ON 18 PLT(S) MEDICAL SUPPLIES HS-CODE 30059010.,"Taipei, Taiwan"
GHIJK9876543,GRANDE ARNAUD ROUGE 12% ABV. WINE EACH 9/75CL BOTTLES CB 4160410 / 278214357.,"Sydney, Australia"
LKJHV54321098,ON 10 PALLETS CONTAINING MECHANICAL AND ELECTRICAL PARTS HS CODES 39269090 NET WEIGHT 6000 KG CIF MONTREAL.,"Montreal, Canada"
WXYZ9876543,15000 KGS 75.123 CUBIC METER 1200 CARTONS TOYS AND GAME HS CODES 950390. SHIPPER DECLARES. ,"Seoul, South Korea"
QWERT4213875,IN 30 PALLETS OF TEXTILES CONTAINING CLOTHING AND LINEN ARTICLES. ,"Mumbai, India"
ABCD4567890,LOADED ON 25 PLT(S) PHOTOLYTIC DYE 2 HS-CODE29169010. ,"Guangzhou, China"
JKLZ7654321,GRIMBERGEN AMBREE 7% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214358. ,"Tokyo, Japan"
KJHGF9876543,ON 11 PALLETS CONTAINING TUBES AND HOSE REELS FOR INDUSTRIAL USE NET WEIGHT 4211 KG CIF TOKYO. ,"Paris, France"
ZYXC8765432,IN 45 PALLETS OF FURNITURE CONTAINING OFFICE AND RESIDENTIAL ITEMS. ,"Bangkok, Thailand"
WERTY6543210,LOADED ON 20 PLT(S) LATEX RUBBER ARTICLES HS-CODE40139090. ,"Beijing, China"
QAZWS4321098,GRIMBERGEN AMBREE 6% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214356. ,Hong Kong
JKLZ9876543,ON 15 PALLETS CONTAINING CABLES AND WIRING FOR ELECTRICAL PURPOSES NET WEIGHT 8506 KG CIF SHANGHAI. ,"Dubai, UAE"
KJHGF5432109,IN 35 PALLETS OF MACHINERY PARTS CONTAINING ENGINES AND ENGINE PARTS. ,Singapore
VWXZ9876541,34521 KGS 78.432 CUBIC METER 1100 CARTON TOOLS & HARDWARE HS CODES 820620. SHIPPER DECLARES. ,"Shenzhen, China"
QWERT7654321,IN 30 PALLETS OF FURNITURE AND HOME DECOR ITEMS CONTAINING FRAGILE ITEMS. ,"Seoul, South Korea"
POIUY3456789,LOADED ON 12 PLT(S) PVC MATERIALS HS-CODE39249090. ,"Guangzhou, China"
MNBVBC1234567,GRIMBERGEN AMBREE 5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357. ,"Paris, France"
KIUYT9876543,ON 10 PALLETS CONTAINING ROLLS OF FABRIC 100% COTTON HS CODE 52051190. ,"Milan, Italy"
JHGFD1234567,8765 KGS 43.212 CUBIC METER 450 CARTON SPARE PARTS FOR MACHINERY HS CODES 8421210. SHIPPER DECLARES. ,"Shenzhen, China"
IJKLZ9876541,IN 25 PALLETS OF JEWELLERY AND ACCESSORIES CONTAINING PRECIOUS METALS. ,"Mumbai, India"
HGFDSA1234567,LOADED ON 15 PLT(S) ELECTRICAL COMPONENTS HS-CODE85044010. ,"Seoul, South Korea"
FGHJKL9876543,GRIMBERGEN AMBREE 6% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357. ,"Hamburg, Germany"
ERTYU1234567,ON 12 PALLETS CONTAINING ROLLS OF METAL TUBES HS CODE 73061090. ,"Milan, Italy"
FGHJ9876542,10000 KGS 50.325 CUBIC METER 450 CARTON SCISSORS & KNIFE HS CODES 821190. SHIPPER DECLARES.,"Shenzhen, China"
IJKL1234567,30 PALLETS OF ELECTRONICS AND ELECTRICAL EQUIPMENT CONTAINING FRAGILE GOODS.,Hong Kong
MNOP9876543,LOADED ON 25 PLT(S) POLYETHYLENE RESIN HS-CODE39201090.,"Rotterdam, Netherlands"
QWERT1234567,20 PALLETS OF FURNITURE AND FURNISHINGS CONTAINING DANGEROUS GOODS. ,"Antwerp, Belgium"
TYUIO9876543,IN 50 PLT(S) CEMENT HS-CODE25211010.,"Le Havre, France"
VBNM1234567,40 PALLETS OF TEXTILES AND LEATHER GOODS CONTAINING FRAGILE ITEMS.,"Lisbon, Portugal"
WXCVB9876542,LOADED ON 18 PLT(S) FUEL OIL HS-CODE27111100.,"Amsterdam, Netherlands"
XZYX1234567,15 PALLETS OF MACHINERY AND EQUIPMENT CONTAINING DANGEROUS GOODS.,"Copenhagen, Denmark"
ABCD8765432,GRANDE RESERVE 5.4% ABV BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357.,"Hamburg, Germany"
ZHJKL9876543,ON 15 PALLETS CONTAINING FIBC 10 KG 2 PP SINOXIDE 5 0 0 H/S CODE 39239090 NET WEIGHT 7500 KG CIF MEXICO.,"Hamburg, Germany"
PQRS9876543,12000 KGS 78.123 CUBIC METER 567 CARTONS AUTO PARTS & SPARES HS CODES 870890. SHIPPER DECLARES. ,"Guangzhou, China"
MNOP1212121,IN 30 PALLETS OF ELECTRONICS AND COMPUTER ACCESSORIES. ,"Seoul, South Korea"
VWXZY6789123,LOADED ON 25 PLT(S) RUBBER BELTING HS-CODE 40112010. ,"Osaka, Japan"
KLMHU9876546,PACKED IN 50 BAGS CONTAINING SPARE PARTS FOR MACHINERY. NET WEIGHT 4200 KG CIF TANGER. ,"Istanbul, Turkey"
RTUVB7654321,15000 KGS 45.678 CUBIC METER 321 CARTONS APPAREL & GARMENTS HS CODES 620411. SHIPPER DECLARES. ,Hong Kong
YZWXQ1234567,ON 12 PALLETS CONTAINING FURNITURE AND DECORATIVE ITEMS. ,"Taipei, Taiwan"
IJHGF7654321,IN 40 PALLETS OF PHARMACEUTICALS & MEDICINE PRODUCTS CONTAINING DANGEROUS GOODS. ,"Mumbai, India"
PQRS2345678,LOADED ON 18 PLT(S) METAL ALLOYS HS-CODE 72162010. ,"Chennai, India"
MNBVC9876543,GRAND CRU CLASSÉ CHÂTEAUNEUF-DU-PAPE RED WINE EACH 6/75CL BOTTLES CB 4150410 / 278214357. ,"Bordeaux, France"
KJLHFG543213,ON 25 PALLETS CONTAINING MACHINERY AND EQUIPMENT PARTS. NET WEIGHT 9600 KG CIF GUAYAQUIL. ,"Lima, Peru"
PQRT7890123,14250 KGS 25.123 CUBIC METER 450 CARTON BULK CHEMICALS & PHARMACEUTICAL HS CODES 293230. SHIPPER DECLARES. ,"Shanghai, China"
VWXY6543210,IN 50 PALLETS OF TEXTILES CONTAINING ARTICLES MADE OF COTTON HANGINGS FABRIC. ,"Mumbai, India"
ERTY7890123,LOADED ON 18 PLT(S) FLOORING MATEIRALS S1 HS-CODE32021010. ,"Seoul, South Korea"
IJHK5678902,GRIMBERGEN STRONG & VINTAGE 8% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357. ,"Paris, France"
ZXCDF3456789,ON 12 PALLETS CONTAINING MACHINERY PARTS AND ACCESSORIES E 133/5 SIN IMPRESION NET WEIGHT 3816 KG CIF GUAYMAS. ,"Berlin, Germany"
RQWE5432109,14500 KGS 15.432 CUBIC METER 550 CARTON BUILDING MATERIALS & HARDWARE HS CODES 940300. SHIPPER DECLARES. ,"Shenzhen, China"
NMBV2345678,IN 30 PALLETS OF ELECTRONICS CONTAINING MOBILE PHONE ACCESSORIES. ,"Tokyo, Japan"
LKMN6789012,LOADED ON 10 PLT(S) TEXTILE MATERIALS S1 HS-CODE63092010. ,"Istanbul, Turkey"
CDEP5432109,GRIMBERGEN STRONG & VINTAGE 7% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357. ,"London, UK"
HGFC5678902,ON 8 PALLETS CONTAINING MACHINERY PARTS AND ACCESSORIES E 133/5 SIN IMPRESION NET WEIGHT 2474 KG CIF PANAMA. ,"Madrid, Spain"
WERT4567890,14721 KGS 43.121 CUBIC METER 450 CARTON TEXTILES HS CODES 5208. SHIPPER DECLARES. ,"Guangzhou, China"
QWERTY1234567,IN 12 PALLETS OF FURNITURE CONTAINING WOODEN FURNITURE. ,"Shanghai, China"
MNOI2345678,LOADED ON 25 PLT(S) ACRYLIC PAINT HS-CODE31059010. ,"Shenzhen, China"
PQR3456789,GRIMBERGEN AMBREE 6.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357. ,"Hamburg, Germany"
LKJH5678901,"ON 3 PALLETS CONTAINING BBL ALUTHENE 50-IV E 133/12 SIN IMPRESION, ANCHO 52 MM BBL ALUTHENE 50-IV E 133/5 ANCHO 94 MM SIN IMPRESION NET WEIGHT 5928 KG CIF VERACRUZ. ","Hamburg, Germany"
CVB1234567,15423 KGS 60.625 CUBIC METER 987 CARTON ELECTRONICS HS CODES 85265020 SHIPPER DECLARES. ,"Guangzhou, China"
IHGF2345678,IN 30 PALLETS OF FURNITURE CONTAINING METAL FURNITURE. ,"Shanghai, China"
MNOP3456789,LOADED ON 12 PLT(S) PAINT HS-CODE32079010. ,"Shenzhen, China"
JKL2345678,GRIMBERGEN AMBREE 6.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357. ,"Hamburg, Germany"
QWERTY9876543,"ON 1 PALLETS CONTAINING BBL ALUTHENE 50-IV E 133/12 SIN IMPRESION, ANCHO 52 MM BBL ALUTHENE 50-IV E 133/5 ANCHO 94 MM SIN IMPRESION NET WEIGHT 5928 KG CIF VERACRUZ. ","Hamburg, Germany"
PQRS9876543,IN 30 PALLETS OF TEXTILES AND FABRICS INCLUDING 50 CARTONS OF POLYESTER CLOTHING HS CODES 520511.,"Hong Kong, China"
MNOP1234567,LOADED WITH FRESH PRODUCE CONTAINING 200 BAGS OF COFFEE BEANS EACH 25 KGS NET WEIGHT 5000 KG CIF COLON.,"Rotterdam, Netherlands"
JHGTV5432109,ON 12 PALLETS CONTAINING 15000 PIECES OF SPORTS EQUIPMENT INCLUDING SOCCER BALLS AND BASEBALL BAT HS CODES 950110.,"Guangzhou, China"
YZXCV6543210,"SHIPPED IN 40 CUBE BOXES CONTAINING DANGEROUS GOODS, RADIOACTIVE MATERIALS AND CORROSIVE FLUIDS HS CODES 291511.","Hamburg, Germany"
UHJK9876543,LOADED WITH 600 CARTONS OF TOYS INCLUDING ACTION FIGURES AND RUBBER BANDS HS CODES 950300.,"Shenzhen, China"
HGFCC1234567,ON 20 PALLETS CONTAINING FURNITURE PARTS INCLUDING CUSHIONS AND UPHOLSTERY HS CODES 940390.,"Shanghai, China"
ZXCVB5432109,IN 15 PALLETS OF ELECTRONIC COMPONENTS INCLUDING TRANSISTORS AND DIODES HS CODES 854230.,"Hong Kong, China"
RSTUV6543210,LOADED WITH 200 CARTONS OF FOOD PRODUCTS CONTAINING FISH OIL AND CRAB MEAT HS CODES 0303.,"Rotterdam, Netherlands"
TQWSE9876543,"SHIPPED IN 30 CUBE BOXES CONTAINING DANGEROUS GOODS, TOXIC FLUIDS AND CHEMICALS HS CODES 291512.","Hamburg, Germany"
MNBVC1234567,ON 18 PALLETS CONTAINING CABLES AND WIRE HS CODES 8544.,"Guangzhou, China"
PQRW9876543,15000 KGS 45.321 CUBIC METER 1200 CARTON ROLLER BLADES & SKATES HS CODES 820490. SHIPPER DECLARES.,"Shenzhen, China"
MNOP1234567,IN 20 PALLETS OF FURNITURE AND DECORATIONS CONTAINING LIGHT FIXTURES.,"Guangzhou, China"
VWXZ9876541,LOADED ON 15 PLT(S) ACRYLIC SHEETING HS-CODE 39239100.,"Rotterdam, Netherlands"
KJHGF5432109,GRIMBERGEN AMBREE 8% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214358.,"Hamburg, Germany"
ZYXC3245678,"ON 12 PALLETS CONTAINING FLEXIBLE HOSES AND CONNECTIONS, ANCHOR POINT FOR WATER HEATING SYSTEM, HS-CODE 39251000 NET WEIGHT 8200 KG CIF SAVANNAH.","Antwerp, Belgium"
ABCD9876549,IN 30 PALLETS OF MACHINERY PARTS AND ACCESSORIES CONTAINING FUEL TANKS.,"Munich, Germany"
EFGHI8765432,LOADED ON 18 PLT(S) PACKAGING MATERIALS HS-CODE 39239000.,"Düsseldorf, Germany"
PQRW1234569,GRAND CRU MARSANEY 12% ABV. WINE EACH 6/75CL BOTTLES CB 4413100 / 278214360.,"Bordeaux, France"
VWXZ5432107,"ON 8 PALLETS CONTAINING LIGHT FIXTURES AND LAMPS, ANCHOR POINT FOR FLOORING SYSTEM, HS-CODE 94054000 NET WEIGHT 6500 KG CIF LOS ANGELES.","Brussels, Belgium"
MNOP9876545,IN 25 PALLETS OF CLOTHING AND ACCESSORIES CONTAINING KNITWEAR GARMENTS.,"Paris, France"
FGHI7890123,18752 KGS 56.111 CUBIC METER 950 CARTON LED LIGHTS & FIXTURES HS CODES 94054000 SHIPPER DECLARES.,"Guangzhou, China"
MNOP9876545,IN 25 PALLETS OF ELECTRONICS AND COMPUTER ACCESSORIES CONTAINING 10 SETS OF LAPTOP KEYBOARDS. ,"Shenzhen, China"
VWXZ1234567,LOADED ON 12 PLT(S) POLYETHYLENE FILM FOR FOOD PACKAGING HS-CODE3923.20.10.,"Seoul, South Korea"
QWERT9876543,GRIMBERGEN AMBREE 7.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357.,"Busan, South Korea"
KILO1234567,ON 8 PALLETS CONTAINING 5000KG OF ALUMINIUM WARES HS CODES 7606.10.00.,"Dalian, China"
ABCDEFGH8901,IN 20 CARTONS OF FURNITURE PARTS INCLUDING SEAT COVERS AND BACKRESTS. ,Hong Kong
ZYXC3456789,LOADED ON 15 PLT(S) ELASTIC TUBES FOR MEDICAL USE HS-CODE3926.60.90.,"Shanghai, China"
HIJK4567890,GRANDE HAVEN 7.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357.,"Inchon, South Korea"
FGHK1234567,ON 12 PALLETS CONTAINING CABLES AND ELECTRICAL WIRE HS CODES 8544.40.00.,"Shenyang, China"
MNOP9876546,IN 30 CARTONS OF SPORTING GOODS INCLUDING TENNIS RACKS AND BASKETBALL HOOPS. ,"Fuzhou, China"
PQRS8765432,13579 KGS 45.123 CUBIC METER 450 CARTON TOOLS & HARDWARE HS CODES 820710. SHIPPER DECLARES.,"Guangzhou, China"
VWXZ9876545,IN 35 PALLETS OF FURNITURE AND HOME DECOR CONTAINING FORMALIN. ,"Shanghai, China"
MNOP1234567,LOADED ON 15 PLT(S) POLYETHYLENE FILM HS-CODE39231090. ,"Shenzhen, China"
IJKL9876543,GRIMSBURY HILL CHEDDAR 10% ABV. CHEESE EACH 12/250G PACKETS CB 4160410 / 278214358. ,"Hamburg, Germany"
OPQR4321098,"ON 7 PALLETS CONTAINING BBL ALUTHENE 50-IV E 133/10 SIN IMPRESION, ANCHO 48 MM BBL ALUTHENE 50-IV E 133/2 ANCHO 68 MM SIN IMPRESION NET WEIGHT 4735 KG CIF PUERTO RICO. ","Hamburg, Germany"
STUV8765439,98000 KGS 150.225 CUBIC METER 2000 CARTON TEXTILES HS CODES 520811. SHIPPER DECLARES.,"Shenzhen, China"
EFGH4321097,IN 50 PALLETS OF ELECTRONICS AND COMPUTER HARDWARE CONTAINING RADIATION SOURCE MATERIAL. ,"Shanghai, China"
HIJK9876546,LOADED ON 25 PLT(S) PHENOLIC RESIN HS-CODE32079000. ,"Guangzhou, China"
MNOP8765431,GRAND CRU CLARET 14% ABV. WINE EACH 6/750CL BOTTLES CB 4160410 / 278214359. ,"Hamburg, Germany"
PQRST4321099,"ON 12 PALLETS CONTAINING BBL ALUTHENE 50-IV E 133/13 SIN IMPRESION, ANCHO 76 MM BBL ALUTHENE 50-IV E 133/7 ANCHO 90 MM SIN IMPRESION NET WEIGHT 6274 KG CIF CARACAS. ","Hamburg, Germany"
EFGH8765432,34567 KGS 20.123 CUBIC METER 567 CARTON SPARE PARTS FOR VEHICLES HS CODES 870899. SHIPPER DECLARES. ,"Guangzhou, China"
POIU8765431,IN 30 PALLETS OF ELECTRONIC COMPONENTS CONTAINING HIGH-TECH GADGETS. ,"Tokyo, Japan"
RSTU9876545,LOADED ON 15 PLT(S) POLYETHYLENE FILM HS-CODE39239010. ,"Seoul, South Korea"
MNOP1234569,GRANADA BURGUNDY 6% ABV. WINE EACH 75CL BOTTLES CB 4160410 / 278214357. ,"Barcelona, Spain"
QWERT5678901,"ON 12 PALLETS CONTAINING PVC TUBES E 133/10 SIN IMPRESION, ANCHO 30 MM PVC TUBES E 133/7 ANCHO 45 MM SIN IMPRESION NET WEIGHT 4560 KG CIF HOUSTON. ","Madrid, Spain"
TYUI6543210,12345 KGS 15.021 CUBIC METER 876 CARTON TEXTILES AND FABRICS HS CODES 520899. SHIPPER DECLARES. ,"Paris, France"
HGFY9876543,IN 25 PALLETS OF MECHANICAL PARTS CONTAINING LARGE EQUIPMENT SPARES. ,"Berlin, Germany"
KJLH5432107,LOADED ON 18 PLT(S) NYLON THREAD HS-CODE52059110. ,"Amsterdam, Netherlands"
MNBV1234568,CHAMPAGNE ARDENNE BRUT NV. CHAMPAGNE EACH 75CL BOTTLES CB 4160410 / 278214357. ,"Brussels, Belgium"
ERTYUIOP1234,3456 KGS 15.218 CUBIC METER 111 CARTON ROLLER BLADES & SKATEBOARD HS CODES 950690. SHIPPER DECLARES.,"Guangzhou, China"
MNOPQ7890123,IN 30 PALLETS OF ELECTRONIC COMPONENTS AND SEMICONDUCTORS CONTAINING RARE EARTHS. ,"Seoul, South Korea"
ASDFGHJ123456,LOADED ON 25 PLT(S) POLYESTER YARN FOR TEXTILE INDUSTRY HS-CODE52081100. ,"Tokyo, Japan"
QWERTYUIOP5678,GRIMBERGEN AMBREE 7.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357.,"Rotterdam, Netherlands"
KJHGFEDC12345,ON 12 PALLETS CONTAINING PVC FLOORING MATERIALS SIN IMPRESION NET WEIGHT 8543 KG CIF MEXICO CITY.,Hong Kong
ZYXC987654321,IN 50 CARTONS OF PHARMACEUTICAL PRODUCTS AND PACKAGING MATERIALS.,"Mumbai, India"
MNBVCXZ1234567,LOADED ON 15 PLT(S) SILICONE RUBBER FOR INDUSTRIAL USE HS-CODE40169900. ,"Istanbul, Turkey"
POIUYTREWQ5678,GRIMBERGEN AMBREE 5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357.,"Barcelona, Spain"
HGFEDCBA987654,ON 20 PALLETS CONTAINING CABLES AND WIRES FOR ELECTRICAL INDUSTRY NET WEIGHT 6212 KG CIF PUERTO RICO.,"Lisbon, Portugal"
JKLPOIUYTREWQ,IN 40 CARTONS OF AUTOMOTIVE PARTS AND ACCESSORIES CONTAINING HEAVY METALS.,"Moscow, Russia"
WXYZ6543210,15678 KGS 85.012 CUBIC METER 234 CARTON FURNITURE & PARTS HS CODES 940330. SHIPPER DECLARES.,"Shanghai, China"
PQRS0987654,IN 30 PALLETS OF TOOLS AND HARDWARE CONTAINING MACHINERY PARTS. ,"Rotterdam, Netherlands"
MNOP9876543,LOADED ON 15 PLT(S) POLYETHYLENE REINFORCED WITH CARBON FIBER HS-CODE39014010.,"Antwerp, Belgium"
UVWX4321098,GRAND MARNIER 40% ABV. LIQUOR EACH 1L BOTTLES CB 3401410 / 278214357.,"Rotterdam, Netherlands"
IJKL1234567,"ON 12 PALLETS CONTAINING DDP FIBER OPTIC CABLES ( 50KM ) 24 CORE, ALUMINUM SHEATHED, PVC INSULATED, 5 MM OD, 2.5 MM INNER DIAMETER.","Antwerp, Belgium"
OIUZ6543210,IN 25 PALLETS OF TEXTILE PRODUCTS CONTAINING FABRICS & RIBBONS HS CODES 5208. ,"Rotterdam, Netherlands"
HIJK0987654,LOADED ON 10 PLT(S) THERMOPLASTIC ELASTOMER SGS HS-CODE39199000.,"Antwerp, Belgium"
QWERTYUIOP1234,GRAND MIMOSA 40% ABV. LIQUOR EACH 1L BOTTLES CB 3401410 / 278214357.,"Rotterdam, Netherlands"
ZXC4321098,"ON 18 PALLETS CONTAINING ALUMINUM ALLOYS (ZINC) ( 300 TON ) HUNA 4 MM, 98% ALLOY & 1.6% ZN.","Rotterdam, Netherlands"
EFGHIJ1234567,IN 20 PALLETS OF ELECTRICAL PRODUCTS CONTAINING LIGHTS AND FIXTURES HS CODES 853940. ,"Antwerp, Belgium"
MNOP8765432,21782 KGS 40.123 CUBIC METER 450 CARTON PLASTIC PARTS & ACCESSORIES HS CODES 39269000. SHIPPER DECLARES.,"Tokyo, Japan"
VWXY9876545,IN 30 PALLETS OF FURNITURE AND DECORATIVE ITEMS CONTAINING VALUABLE GOODS.,"Paris, France"
QPAS1234567,LOADED ON 15 PLT(S) NIKKEL SWEET SPREAD HS-CODE 20090100.,Singapore
RTUV4321098,12450 KGS 30.987 CUBIC METER 2100 CARTON ELECTRONIC PARTS & COMPONENTS HS CODES 85431100. SHIPPER DECLARES.,Hong Kong
FGHI5432109,ON 12 PALLETS CONTAINING FLOOR LAMINATES 2000 X 1500MM 1.5 MM THERMO ASH 100% NATURAL CORE HS CODE 44193000.,"Seoul, South Korea"
CDEK9876543,IN 25 PALLETS OF SPORTS EQUIPMENT AND ACCESSORIES CONTAINING PERISHABLE ITEMS.,"Beijing, China"
LKMI4321098,LOADED ON 20 PLT(S) NUTELLA SPREAD HS-CODE 20070100.,"Milan, Italy"
JHGF5432109,15030 KGS 70.124 CUBIC METER 2250 CARTON TEXTILES & FABRICS HS CODES 52091200. SHIPPER DECLARES.,"Shanghai, China"
TYUI8765432,ON 18 PALLETS CONTAINING PLASTIC TOYS AND PLAYTHING PARTS 50 CARTON HS CODE 39269010.,"Bangkok, Thailand"
ZXCVM9876545,IN 35 PALLETS OF JEWELRY & PRECIOUS STONES CONTAINING DANGEROUS GOODS.,"Dubai, UAE"
PRTY8901234,13579 KGS 25.412 CUBIC METER 450 CARTON SHARPENING STONES & GRINDERS HS CODES 821220. SHIPPER DECLARES. ,"Guangzhou, China"
MNOP5432107,IN 60 PALLETS OF FURNITURE AND DECORATIVE ITEMS. ,"Rotterdam, Netherlands"
VWBX9876543,LOADED ON 30 PLT(S) ACRYLIC RESIN FOR PRINTING HS-CODE39169900. ,Hong Kong
CXVZ4321098,"GRANITE SLABS, EACH WEIGHT 2500 KGS, 50 PCS IN TOTAL, NET WEIGHT 125000 KG CIF LOS ANGELES. ","Xiamen, China"
